frame,stage,old_id,new_id,reason,det_score,det_box,track_box,iou_cost,iou_overlap,fused_cost,cosine_sim,cosine_theta,cosine_margin,feat_norm,feat_mean_sim,n_registry,n_lost,n_enrolments,all_sims_top5
527,3,110,110,re_activate_from_lost,0.5768,"[806.0, 274.4, 959.9, 650.4]","[816.3, 274.5, 949.6, 650.3]",0.6332,0.3668,0.7885,,,,,,69,4,0,
527,6_revive,108,108,revived,0.8672,"[1398.6, 332.3, 1458.0, 538.7]",,,,,0.7504,0.65,0.0807,1.0,0.7504,69,4,24,"[(108, 0.7503636479377747), (67, 0.669657289981842), (32, 0.662237823009491), (12, 0.6567831039428711), (48, 0.6502062678337097)]"
527,6_revive,77,77,revived,0.8989,"[352.4, 296.8, 511.7, 702.7]",,,,,0.7891,0.65,0.1036,1.0,0.7891,69,4,236,"[(77, 0.789129912853241), (8, 0.6854948401451111), (108, 0.6716651320457458), (67, 0.6351034641265869), (112, 0.6295385360717773)]"
528,6_revive,108,108,revived,0.8902,"[1401.3, 332.8, 1460.7, 536.0]",,,,,0.7919,0.65,0.0816,1.0,0.7919,69,3,26,"[(108, 0.7918667793273926), (67, 0.7102329730987549), (32, 0.676077127456665), (12, 0.6758930087089539), (88, 0.6681697368621826)]"
528,6_revive,108,108,revived,0.7064,"[1418.9, 347.6, 1467.5, 532.6]",,,,,0.8319,0.65,0.0853,1.0,0.8319,69,3,27,"[(108, 0.8318904638290405), (67, 0.7465740442276001), (12, 0.7235525846481323), (63, 0.7000151872634888), (38, 0.6974014043807983)]"
528,6_revive,77,77,revived,0.926,"[349.7, 293.1, 513.7, 733.7]",,,,,0.7855,0.65,0.1222,1.0,0.7855,69,3,238,"[(77, 0.7855401039123535), (8, 0.6633754968643188), (112, 0.6496322751045227), (108, 0.6492817997932434), (15, 0.6185266971588135)]"
529,6_revive,108,108,revived,0.8555,"[1400.0, 331.1, 1464.8, 537.0]",,,,,0.8079,0.65,0.0695,1.0,0.8079,69,4,29,"[(108, 0.8078753352165222), (67, 0.7383934855461121), (12, 0.6862295866012573), (32, 0.6813182234764099), (88, 0.6626172065734863)]"
529,6_revive,108,108,revived,0.7431,"[1421.6, 348.6, 1470.2, 531.6]",,,,,0.7987,0.65,0.0904,1.0,0.7987,69,4,30,"[(108, 0.7987018823623657), (67, 0.7083232402801514), (32, 0.6933092474937439), (12, 0.6773883104324341), (25, 0.6433752179145813)]"
529,6_revive,77,77,revived,0.896,"[350.0, 291.8, 508.6, 718.2]",,,,,0.7839,0.65,0.0963,1.0,0.7839,69,4,240,"[(77, 0.7838782072067261), (8, 0.6875367164611816), (112, 0.6455732583999634), (108, 0.6445434093475342), (15, 0.6320831179618835)]"
530,6_revive,108,108,revived,0.8133,"[1429.7, 349.7, 1475.6, 536.0]",,,,,0.809,0.65,0.0703,1.0,0.809,69,4,32,"[(108, 0.8090426921844482), (67, 0.7387455701828003), (32, 0.7386816740036011), (12, 0.722163200378418), (25, 0.7160220742225647)]"
530,6_revive,77,77,revived,0.7385,"[379.4, 316.4, 513.0, 641.2]",,,,,0.752,0.65,0.0765,1.0,0.752,69,4,242,"[(77, 0.7520476579666138), (8, 0.6755593419075012), (93, 0.6164038777351379), (112, 0.6092832684516907), (15, 0.5907348394393921)]"
530,6_new,67,118,margin_failed margin=0.030<0.04,0.6923,"[1397.2, 330.4, 1459.4, 539.7]",,,,,0.8271,0.6826,0.0304,1.0,,69,4,96,"[(67, 0.8271428346633911), (108, 0.7967265844345093), (12, 0.7594636082649231), (88, 0.7362068891525269), (114, 0.7196438312530518)]"
530,6_revive,77,77,revived,0.8872,"[344.9, 291.3, 500.2, 719.6]",,,,,0.7896,0.65,0.0966,1.0,0.7896,69,4,243,"[(77, 0.7896193861961365), (8, 0.6930088996887207), (108, 0.6400234699249268), (15, 0.6328856945037842), (112, 0.6326755285263062)]"
531,5,118,118,unconfirmed_update,0.6026,"[1390.5, 331.4, 1460.7, 552.2]","[1393.7, 331.2, 1458.6, 549.7]",0.1688,0.8312,,,,,,,,4,,
531,6_new,108,119,margin_failed margin=0.024<0.04,0.74,"[1431.0, 349.7, 1479.6, 536.6]",,,,,0.8135,0.65,0.0235,1.0,,69,4,34,"[(108, 0.8134622573852539), (67, 0.7899189591407776), (32, 0.7621324062347412), (12, 0.7342949509620667), (111, 0.7064188718795776)]"
531,6_revive,77,77,revived,0.7071,"[374.0, 314.7, 516.4, 654.8]",,,,,0.7522,0.65,0.0673,1.0,0.7522,69,4,245,"[(77, 0.7521908283233643), (8, 0.6849220991134644), (93, 0.6245715618133545), (112, 0.6019696593284607), (63, 0.598896861076355)]"
531,6_revive,77,77,revived,0.9139,"[331.9, 289.2, 495.5, 747.9]",,,,,0.7831,0.65,0.0978,1.0,0.7831,69,4,246,"[(77, 0.7830871939659119), (8, 0.685256838798523), (108, 0.6332529783248901), (112, 0.6282203793525696), (15, 0.6202244758605957)]"
532,5,119,119,unconfirmed_update,0.6057,"[1432.4, 346.3, 1486.4, 538.7]","[1433.7, 347.0, 1483.4, 538.2]",0.1697,0.8303,,,,,,,,4,,
532,6_revive,77,77,revived,0.797,"[376.7, 318.8, 517.7, 655.4]",,,,,0.7295,0.65,0.0421,1.0,0.7295,69,4,248,"[(77, 0.7295154929161072), (8, 0.6874107122421265), (93, 0.649752140045166), (94, 0.5884430408477783), (63, 0.5872646570205688)]"
532,6_revive,77,77,revived,0.9105,"[329.7, 286.5, 499.8, 742.5]",,,,,0.794,0.65,0.1046,1.0,0.794,69,4,249,"[(77, 0.7939668893814087), (8, 0.6893174052238464), (15, 0.6258814334869385), (108, 0.6240872740745544), (112, 0.6181308031082153)]"
533,3,118,118,re_activate_from_lost,0.6561,"[1394.6, 327.4, 1472.9, 544.0]","[1401.5, 327.7, 1466.3, 544.5]",0.1951,0.8049,0.4719,,,,,,69,5,0,
533,6_revive,77,77,revived,0.8319,"[378.3, 319.1, 519.4, 660.2]",,,,,0.7315,0.65,0.0474,1.0,0.7315,69,5,251,"[(77, 0.7314896583557129), (8, 0.684074878692627), (93, 0.6695165634155273), (94, 0.6179587841033936), (63, 0.608209490776062)]"
533,6_revive,77,77,revived,0.9077,"[333.5, 285.7, 511.7, 743.9]",,,,,0.774,0.65,0.0807,1.0,0.774,69,5,252,"[(77, 0.7739884257316589), (8, 0.6932862997055054), (108, 0.6226581335067749), (112, 0.6187087297439575), (63, 0.6129900217056274)]"
534,6_new,93,120,margin_failed margin=0.015<0.04,0.8269,"[387.5, 318.8, 517.7, 655.4]",,,,,0.7198,0.65,0.0149,1.0,,69,4,15,"[(93, 0.7197703123092651), (77, 0.7048848867416382), (8, 0.6737692952156067), (94, 0.6643073558807373), (40, 0.642146646976471)]"
534,6_revive,77,77,revived,0.9169,"[334.0, 285.2, 484.7, 743.9]",,,,,0.7628,0.65,0.0836,1.0,0.7628,69,4,254,"[(77, 0.7627995014190674), (8, 0.6792349815368652), (112, 0.6158163547515869), (15, 0.605938732624054), (58, 0.5955897569656372)]"
535,5,120,120,unconfirmed_update,0.845,"[389.8, 318.8, 518.1, 662.2]","[387.5, 318.8, 519.8, 660.8]",0.0396,0.9604,,,,,,,,4,,
535,6_revive,77,77,revived,0.9309,"[331.8, 284.5, 485.0, 758.7]",,,,,0.7585,0.65,0.0757,1.0,0.7585,69,4,256,"[(77, 0.7584916949272156), (8, 0.6827651858329773), (112, 0.6331243515014648), (15, 0.6120068430900574), (67, 0.6065176725387573)]"
536,6_revive,77,77,revived,0.9354,"[330.8, 284.3, 483.3, 770.2]",,,,,0.7278,0.65,0.0541,1.0,0.7278,69,4,258,"[(77, 0.727823793888092), (8, 0.6737682223320007), (93, 0.6610308885574341), (112, 0.6072449684143066), (39, 0.606592059135437)]"
537,6_revive,77,77,revived,0.9348,"[331.6, 283.5, 485.0, 750.6]",,,,,0.7368,0.65,0.0583,1.0,0.7368,70,5,260,"[(77, 0.7367755174636841), (93, 0.678490400314331), (8, 0.6784763932228088), (94, 0.6292629837989807), (39, 0.6248300075531006)]"
538,6_new,77,121,margin_failed margin=0.014<0.04,0.9484,"[320.5, 281.8, 486.3, 750.6]",,,,,0.7053,0.65,0.0136,1.0,,70,7,262,"[(77, 0.7052841186523438), (93, 0.6916843056678772), (8, 0.6666643023490906), (94, 0.6654096841812134), (58, 0.6325277090072632)]"
539,3,114,114,re_activate_from_lost,0.7752,"[816.8, 281.8, 939.6, 626.1]","[803.8, 281.3, 949.3, 625.9]",0.7399,0.2601,0.7984,,,,,,70,7,7,
539,3,110,110,re_activate_from_lost,0.7034,"[864.0, 309.2, 984.2, 605.5]","[869.2, 308.0, 978.8, 607.0]",0.3106,0.6894,0.5151,,,,,,70,7,1,
539,3,118,118,re_activate_from_lost,0.6893,"[1393.2, 320.0, 1503.9, 558.9]","[1410.4, 320.2, 1486.3, 557.8]",0.4236,0.5764,0.6027,,,,,,70,7,3,
539,5,121,121,unconfirmed_update,0.946,"[316.2, 282.5, 482.3, 773.6]","[314.0, 282.4, 486.1, 769.0]",0.0933,0.9067,,,,,,,,7,,
539,6_new,63,122,gate_failed sim=0.754<theta=0.767,0.714,"[436.7, 356.4, 515.0, 560.2]",,,,,0.7538,0.7667,0.021,1.0,,70,7,68,"[(63, 0.7538001537322998), (40, 0.7327624559402466), (48, 0.7304460406303406), (12, 0.7173618674278259), (71, 0.7092077136039734)]"
539,6_revive,114,114,revived,0.6917,"[818.1, 304.8, 909.9, 583.5]","[803.8, 281.3, 949.3, 625.9]",0.4896,0.5104,,0.7738,0.7089,0.1205,1.0,0.7738,70,7,8,"[(114, 0.7738333940505981), (103, 0.6533817052841187), (8, 0.6414980292320251), (48, 0.6370550394058228), (1, 0.6334267258644104)]"
540,5,122,122,unconfirmed_update,0.7725,"[432.7, 355.4, 513.0, 575.4]","[431.8, 355.6, 515.1, 572.4]",0.1404,0.8596,,,,,,,,4,,
540,5,114,114,unconfirmed_update,0.7077,"[805.3, 291.6, 907.9, 626.4]","[804.8, 294.2, 911.3, 617.8]",0.2832,0.7168,,,,,,,,4,,
540,6_revive,114,114,revived,0.7349,"[814.1, 279.3, 934.2, 633.8]",,,,,0.8554,0.7089,0.1878,1.0,0.8554,71,4,9,"[(114, 0.8553770780563354), (103, 0.6675432324409485), (1, 0.6508200764656067), (8, 0.6429855823516846), (48, 0.6350381374359131)]"
541,3,118,118,re_activate_from_lost,0.8569,"[1435.1, 337.0, 1513.4, 562.3]","[1432.1, 333.9, 1505.5, 562.1]",0.5308,0.4692,0.598,,,,,,71,5,4,
541,6_revive,118,118,revived,0.8086,"[1385.1, 321.6, 1458.0, 543.0]","[1432.1, 333.9, 1505.5, 562.1]",0.8026,0.1974,,0.8605,0.7667,0.1035,1.0,0.8605,72,5,5,"[(118, 0.8604750633239746), (67, 0.7570245862007141), (80, 0.749695897102356), (116, 0.7465871572494507), (108, 0.7304030656814575)]"
542,3,116,116,re_activate_from_lost,0.5907,"[1188.7, 334.5, 1253.5, 547.1]","[1184.3, 334.5, 1258.0, 547.0]",0.1365,0.8635,0.1518,,,,,,72,5,22,
542,5,118,118,unconfirmed_update,0.8236,"[1382.4, 322.7, 1458.0, 557.5]","[1382.3, 322.4, 1458.7, 554.6]",0.099,0.901,,,,,,,,5,,
542,6_revive,118,118,revived,0.898,"[1439.1, 334.1, 1514.7, 566.3]",,,,,0.8003,0.7667,0.0548,1.0,0.8003,72,5,6,"[(118, 0.8002837896347046), (116, 0.7455019950866699), (86, 0.7389117479324341), (119, 0.6763484477996826), (67, 0.6697152853012085)]"
543,6_new,118,123,margin_failed margin=0.006<0.04,0.8633,"[1441.8, 330.4, 1517.4, 561.9]",,,,,0.7741,0.7667,0.0059,1.0,,72,4,8,"[(118, 0.7740796804428101), (86, 0.7681591510772705), (119, 0.6909284591674805), (116, 0.6901670098304749), (108, 0.6640539169311523)]"
546,3,116,116,re_activate_from_lost,0.8759,"[1153.6, 327.7, 1244.0, 538.3]","[1163.3, 327.2, 1237.7, 537.0]",0.2879,0.7121,0.1149,,,,,,74,5,24,
546,6_new,93,124,margin_failed margin=0.027<0.04,0.815,"[172.5, 393.9, 296.7, 735.1]",,,,,0.7035,0.65,0.0268,1.0,,74,5,15,"[(93, 0.7034929990768433), (54, 0.6766899824142456), (118, 0.6715571880340576), (67, 0.6447482109069824), (105, 0.6423900127410889)]"
547,5,124,124,unconfirmed_update,0.8134,"[161.1, 389.5, 280.1, 728.3]","[161.7, 390.4, 285.1, 729.7]",0.2291,0.7709,,,,,,,,4,,
549,3,107,107,re_activate_from_lost,0.8515,"[565.3, 325.4, 637.5, 551.5]","[562.4, 324.9, 639.8, 551.5]",0.0889,0.9111,0.1041,,,,,,74,5,47,
549,6_revive,118,118,revived,0.6881,"[1413.5, 311.5, 1475.6, 544.4]",,,,,0.8523,0.7667,0.0411,1.0,0.8523,74,5,14,"[(118, 0.8523091673851013), (116, 0.8112051486968994), (67, 0.745003342628479), (108, 0.7152127027511597), (119, 0.7125828266143799)]"
550,6_revive,118,118,revived,0.765,"[1402.7, 312.7, 1472.9, 548.8]",,,,,0.8377,0.7445,0.0416,1.0,0.8377,74,4,16,"[(118, 0.8376622796058655), (116, 0.7960726022720337), (67, 0.7189686298370361), (108, 0.6827194690704346), (119, 0.674619197845459)]"
550,6_new,11,125,gate_failed sim=0.657<theta=0.660,0.7403,"[765.5, 805.3, 922.1, 1260.2]",,,,,0.6572,0.6602,0.0335,1.0,,74,4,30,"[(11, 0.657178521156311), (27, 0.6237146854400635), (61, 0.6212513446807861), (12, 0.615912914276123), (122, 0.6134213209152222)]"
550,6_new,116,126,margin_failed margin=0.011<0.04,0.6963,"[1225.8, 351.3, 1260.9, 458.7]",,,,,0.7527,0.7186,0.0106,1.0,,74,4,29,"[(116, 0.7527382373809814), (80, 0.7421251535415649), (86, 0.7222665548324585), (119, 0.7144073247909546), (107, 0.7013323903083801)]"
551,3,107,107,re_activate_from_lost,0.8821,"[545.4, 324.3, 621.7, 551.8]","[545.2, 324.5, 622.7, 551.7]",0.0484,0.9516,0.1217,,,,,,74,5,48,
551,6_revive,118,118,revived,0.7357,"[1387.8, 312.2, 1463.4, 547.8]",,,,,0.8171,0.6747,0.0645,1.0,0.8171,74,5,18,"[(118, 0.8171451687812805), (116, 0.7526613473892212), (5, 0.6815001964569092), (67, 0.6796377897262573), (108, 0.6521742939949036)]"
552,6_revive,118,118,revived,0.7411,"[1382.4, 311.0, 1458.0, 549.5]",,,,,0.804,0.6747,0.0685,1.0,0.804,75,3,20,"[(118, 0.8040292263031006), (116, 0.7354897856712341), (5, 0.6820271611213684), (67, 0.6743287444114685), (108, 0.649382472038269)]"
555,6_revive,118,118,revived,0.7875,"[1360.8, 308.3, 1431.0, 546.8]",,,,,0.8711,0.6747,0.0432,1.0,0.8711,75,4,24,"[(118, 0.8711065053939819), (116, 0.8279480338096619), (108, 0.7455912232398987), (67, 0.7315534353256226), (80, 0.7107363939285278)]"
557,3,122,122,re_activate_from_lost,0.7814,"[352.7, 347.6, 415.5, 534.6]","[352.1, 347.3, 416.3, 534.0]",0.0418,0.9582,0.0932,,,,,,75,8,15,
557,3,116,116,re_activate_from_lost,0.8274,"[1122.5, 318.1, 1192.7, 543.4]","[1117.7, 318.3, 1199.9, 542.6]",0.163,0.837,0.0651,,,,,,75,8,34,
557,3,107,107,re_activate_from_lost,0.6219,"[503.6, 322.0, 592.0, 553.5]","[506.6, 322.4, 587.2, 555.3]",0.1194,0.8806,0.1074,,,,,,75,8,53,
557,6_revive,118,118,revived,0.694,"[1353.4, 308.0, 1420.2, 551.5]",,,,,0.898,0.6747,0.0417,1.0,0.898,75,8,27,"[(118, 0.89802086353302), (116, 0.856352686882019), (67, 0.7777572870254517), (108, 0.770587146282196), (119, 0.7349265217781067)]"
558,3,114,114,re_activate_from_lost,0.6079,"[689.2, 321.3, 781.0, 594.7]","[690.0, 320.4, 780.4, 594.0]",0.6342,0.3658,0.7776,,,,,,75,5,13,
559,6_new,118,127,margin_failed margin=0.032<0.04,0.789,"[1352.0, 309.8, 1420.2, 555.5]",,,,,0.8733,0.6747,0.0323,1.0,,75,4,30,"[(118, 0.8733009696006775), (116, 0.841039776802063), (67, 0.7396159768104553), (108, 0.7379181385040283), (119, 0.7284334897994995)]"
560,3,117,117,re_activate_from_lost,0.7564,"[484.0, 329.6, 577.8, 621.0]","[481.8, 329.8, 579.8, 620.9]",0.4478,0.5522,0.1428,,,,,,75,5,15,
560,3,124,124,re_activate_from_lost,0.6544,"[31.4, 412.4, 150.5, 750.6]","[32.3, 409.4, 152.5, 757.2]",0.2105,0.7895,0.0963,,,,,,75,5,11,
560,5,127,127,unconfirmed_update,0.811,"[1350.7, 311.3, 1424.2, 558.2]","[1352.9, 311.0, 1421.4, 557.7]",0.0887,0.9113,,,,,,,,5,,
562,3,127,127,re_activate_from_lost,0.7423,"[1350.0, 309.3, 1420.2, 561.6]","[1350.9, 309.3, 1420.8, 561.0]",0.2039,0.7961,0.4091,,,,,,75,6,0,
563,3,117,117,re_activate_from_lost,0.6971,"[504.9, 326.7, 589.3, 569.0]","[502.9, 326.5, 588.1, 577.8]",0.319,0.681,0.1373,,,,,,75,7,16,
563,3,122,122,re_activate_from_lost,0.8366,"[341.2, 351.7, 410.7, 542.7]","[344.4, 351.5, 410.3, 542.0]",0.1855,0.8145,0.1139,,,,,,75,7,20,
563,3,124,124,re_activate_from_lost,0.6568,"[-17.6, 408.7, 121.8, 727.7]","[-6.5, 407.7, 108.8, 721.4]",0.3446,0.6554,0.0746,,,,,,75,7,13,
564,6_revive,119,119,revived,0.6968,"[1455.3, 333.8, 1517.4, 547.8]",,,,,0.8252,0.6981,0.0708,1.0,0.8252,75,4,32,"[(119, 0.8252325057983398), (89, 0.7543939352035522), (116, 0.7498390674591064), (118, 0.699247419834137), (108, 0.6786681413650513)]"
565,6_revive,119,119,revived,0.6809,"[1463.4, 327.7, 1520.1, 554.5]",,,,,0.8103,0.6981,0.0541,1.0,0.8103,75,4,34,"[(119, 0.8103231191635132), (89, 0.7562270164489746), (116, 0.7388791441917419), (118, 0.6784847974777222), (50, 0.6701091527938843)]"
566,6_revive,119,119,revived,0.7897,"[1476.9, 327.4, 1533.6, 540.0]",,,,,0.7998,0.6981,0.0697,1.0,0.7998,76,5,36,"[(119, 0.7998428344726562), (89, 0.7301356792449951), (116, 0.7057784199714661), (118, 0.6550867557525635), (50, 0.6543713808059692)]"
567,6_revive,119,119,revived,0.6999,"[1483.7, 328.2, 1540.4, 550.8]",,,,,0.8278,0.6981,0.0801,1.0,0.8278,76,6,38,"[(119, 0.8278239965438843), (89, 0.747719943523407), (116, 0.7368389368057251), (50, 0.6844638586044312), (118, 0.6704509854316711)]"
568,3,124,124,re_activate_from_lost,0.6134,"[-18.6, 391.8, 102.3, 720.9]","[-19.9, 391.9, 103.4, 719.8]",0.0252,0.9748,0.0704,,,,,,76,7,17,
568,6_revive,119,119,revived,0.6765,"[1489.1, 326.9, 1551.2, 545.4]",,,,,0.7999,0.6981,0.0663,1.0,0.7999,76,7,40,"[(119, 0.799942135810852), (89, 0.7336663603782654), (116, 0.7022635340690613), (118, 0.6471706628799438), (111, 0.6389105319976807)]"
570,3,117,117,re_activate_from_lost,0.7041,"[543.7, 321.0, 619.3, 551.1]","[543.6, 320.3, 621.3, 550.2]",0.4172,0.5828,0.1385,,,,,,76,6,18,
570,3,107,107,re_activate_from_lost,0.6474,"[505.2, 318.3, 603.1, 632.1]","[501.6, 319.1, 606.7, 632.5]",0.0988,0.9012,0.0997,,,,,,76,6,62,
576,6_revive,114,114,revived,0.6819,"[826.9, 316.1, 934.9, 610.9]","[715.8, 336.7, 805.9, 611.4]",1.0,0.0,,0.8527,0.7089,0.1047,1.0,0.8527,76,6,15,"[(114, 0.8527473211288452), (103, 0.7480971813201904), (1, 0.7368288040161133), (108, 0.7280610203742981), (124, 0.7146611213684082)]"
577,5,114,114,unconfirmed_update,0.5714,"[828.9, 316.6, 935.6, 609.5]","[828.2, 316.5, 935.7, 609.8]",0.0309,0.9691,,,,,,,,5,,
578,3,117,117,re_activate_from_lost,0.8534,"[572.7, 319.6, 653.1, 548.4]","[574.5, 319.4, 652.5, 548.3]",0.3203,0.6797,0.1178,,,,,,76,5,19,
578,6_revive,119,119,revived,0.6959,"[1563.3, 332.8, 1628.1, 527.9]",,,,,0.8415,0.6981,0.0889,1.0,0.8415,76,5,51,"[(119, 0.8414844274520874), (116, 0.752608060836792), (89, 0.710451602935791), (118, 0.6742540597915649), (67, 0.672076404094696)]"
581,3,107,107,re_activate_from_lost,0.7436,"[533.9, 317.9, 643.3, 654.1]","[532.2, 318.6, 644.0, 654.2]",0.3353,0.6647,0.0853,,,,,,76,5,63,
581,6_new,108,128,margin_failed margin=0.010<0.04,0.6927,"[885.6, 339.4, 939.6, 502.5]","[1654.0, 411.3, 1716.3, 631.5]",1.0,0.0,,0.7496,0.65,0.0101,1.0,,76,5,57,"[(108, 0.7495893239974976), (114, 0.7395240664482117), (63, 0.6991264820098877), (111, 0.6934848427772522), (118, 0.6903359889984131)]"
582,3,114,114,re_activate_from_lost,0.8368,"[893.0, 337.7, 952.4, 500.2]","[891.9, 337.2, 952.5, 502.6]",0.6937,0.3063,0.7437,,,,,,76,4,16,
583,6_revive,119,119,revived,0.7226,"[1590.3, 332.3, 1652.4, 529.2]",,,,,0.8477,0.6981,0.1509,1.0,0.8477,76,3,57,"[(119, 0.8476529121398926), (116, 0.6967869997024536), (89, 0.6897628307342529), (98, 0.6254223585128784), (50, 0.6228578090667725)]"
585,3,114,114,re_activate_from_lost,0.8702,"[901.1, 330.1, 961.9, 493.4]","[902.9, 329.5, 962.0, 490.7]",0.3484,0.6516,0.1511,,,,,,76,4,18,
589,6_new,120,129,margin_failed margin=0.002<0.04,0.8717,"[-47.3, 366.5, 148.2, 980.8]",,,,,0.6945,0.6612,0.0019,1.0,,76,3,54,"[(120, 0.6944697499275208), (108, 0.6925914287567139), (118, 0.6706769466400146), (85, 0.6558034420013428), (121, 0.6529102921485901)]"
590,5,129,129,unconfirmed_update,0.8228,"[-46.5, 365.2, 145.4, 986.2]","[-49.0, 365.4, 148.3, 985.1]",0.0294,0.9706,,,,,,,,4,,
591,6_revive,118,118,revived,0.92,"[1310.9, 284.2, 1397.2, 567.7]",,,,,0.7846,0.6747,0.0838,1.0,0.7846,76,4,62,"[(118, 0.7845652103424072), (88, 0.7007447481155396), (98, 0.6776593923568726), (12, 0.6683647632598877), (108, 0.6666425466537476)]"
593,3,114,114,re_activate_from_lost,0.7657,"[919.4, 322.0, 982.8, 490.1]","[920.4, 321.3, 982.7, 489.2]",0.4392,0.5608,0.1597,,,,,,76,5,20,
595,3,117,117,re_activate_from_lost,0.8141,"[609.5, 306.1, 677.0, 537.6]","[604.0, 306.0, 683.1, 540.3]",0.265,0.735,0.1096,,,,,,76,8,34,
595,3,118,118,re_activate_from_lost,0.933,"[1304.8, 284.2, 1409.4, 571.7]","[1312.1, 283.3, 1403.5, 570.5]",0.1705,0.8295,0.1025,,,,,,76,8,65,
595,3,116,116,re_activate_from_lost,0.8947,"[1270.4, 295.7, 1337.9, 550.8]","[1267.5, 295.1, 1337.3, 549.6]",0.2197,0.7803,0.1161,,,,,,76,8,71,
596,3,114,114,re_activate_from_lost,0.6582,"[941.6, 328.4, 1007.8, 491.7]","[943.4, 326.9, 1005.1, 491.0]",0.1707,0.8293,0.4542,,,,,,76,5,21,
599,3,114,114,re_activate_from_lost,0.8817,"[968.6, 320.8, 1034.8, 485.3]","[970.1, 320.6, 1032.5, 485.0]",0.1019,0.8981,0.1276,,,,,,76,6,22,
601,6_new,112,130,margin_failed margin=0.036<0.04,0.6841,"[-36.8, 387.8, 240.5, 1076.0]",,,,,0.8514,0.7551,0.0362,1.0,,76,6,93,"[(112, 0.8513592481613159), (91, 0.8151354789733887), (8, 0.6733691692352295), (25, 0.6677582263946533), (15, 0.6614223718643188)]"
602,6_revive,119,119,revived,0.6721,"[1765.8, 317.8, 1827.9, 519.8]",,,,,0.8449,0.6981,0.1116,1.0,0.8449,76,5,77,"[(119, 0.8449063897132874), (116, 0.7333188056945801), (89, 0.6849476099014282), (86, 0.6462883949279785), (111, 0.6433513760566711)]"
604,3,117,117,re_activate_from_lost,0.6488,"[672.0, 304.6, 727.0, 504.2]","[668.0, 303.5, 732.8, 504.9]",0.4908,0.5092,0.1313,,,,,,76,6,37,
609,3,116,116,re_activate_from_lost,0.9318,"[1376.3, 248.4, 1487.7, 562.3]","[1387.7, 249.7, 1477.3, 560.4]",0.4693,0.5307,0.5055,,,,,,76,5,79,
614,3,114,114,re_activate_from_lost,0.7906,"[1118.5, 284.2, 1183.3, 459.7]","[1116.6, 285.1, 1184.4, 460.1]",0.1135,0.8865,0.1142,,,,,,76,6,35,
622,3,114,114,re_activate_from_lost,0.638,"[1177.2, 234.6, 1243.4, 421.5]","[1175.7, 235.0, 1245.0, 420.6]",0.0571,0.9429,0.0935,,,,,,76,6,42,
627,6_revive,115,115,revived,0.8022,"[457.7, 55.4, 706.1, 739.1]",,,,,0.8281,0.7667,0.131,1.0,0.8281,76,5,114,"[(115, 0.828108549118042), (34, 0.697070837020874), (107, 0.6900198459625244), (13, 0.6540235877037048), (117, 0.6262220144271851)]"
628,6_revive,115,115,revived,0.7352,"[435.4, 51.6, 695.9, 743.9]",,,,,0.8255,0.7667,0.1231,1.0,0.8255,76,5,116,"[(115, 0.8255448341369629), (34, 0.7024266719818115), (107, 0.6917080283164978), (13, 0.6606446504592896), (117, 0.6386711597442627)]"
629,6_revive,115,115,revived,0.7852,"[436.7, 43.9, 716.9, 752.0]",,,,,0.8386,0.7667,0.1304,1.0,0.8386,76,5,118,"[(115, 0.8386073112487793), (107, 0.7082252502441406), (34, 0.691596269607544), (117, 0.6314807534217834), (114, 0.6199332475662231)]"
631,6_revive,115,115,revived,0.6745,"[404.0, 24.6, 706.1, 837.0]",,,,,0.8508,0.7667,0.117,1.0,0.8508,76,4,121,"[(115, 0.8508439064025879), (107, 0.7338006496429443), (34, 0.7060306072235107), (117, 0.6625987887382507), (122, 0.6509890556335449)]"
631,6_new,12,131,margin_failed margin=0.023<0.04,0.8929,"[749.9, 242.3, 813.4, 441.8]",,,,,0.7242,0.6742,0.0226,1.0,,76,4,257,"[(12, 0.7241635322570801), (117, 0.7015942931175232), (71, 0.6848440766334534), (64, 0.6827753782272339), (67, 0.6583557724952698)]"
632,3,118,118,re_activate_from_lost,0.7517,"[1663.2, 162.0, 1768.5, 491.4]","[1658.2, 162.3, 1773.4, 491.4]",0.1163,0.8837,0.3357,,,,,,76,4,89,
632,5,131,131,unconfirmed_update,0.927,"[762.8, 241.7, 824.9, 442.8]","[759.4, 241.8, 823.3, 442.6]",0.329,0.671,,,,,,,,4,,
632,6_revive,115,115,revived,0.6971,"[411.1, 38.5, 699.3, 816.1]",,,,,0.8551,0.7667,0.1383,1.0,0.8551,76,4,123,"[(115, 0.8550678491592407), (107, 0.7167710661888123), (34, 0.7081453204154968), (117, 0.6392324566841125), (114, 0.6281136870384216)]"
633,6_revive,115,115,revived,0.7977,"[422.2, 25.3, 696.6, 789.8]",,,,,0.8639,0.7667,0.1538,1.0,0.8639,76,3,125,"[(115, 0.863879919052124), (107, 0.7100690603256226), (34, 0.6740133762359619), (117, 0.6132694482803345), (122, 0.6050608158111572)]"
636,3,118,118,re_activate_from_lost,0.5893,"[1718.6, 156.8, 1834.7, 487.3]","[1719.1, 156.7, 1834.9, 487.2]",0.0622,0.9378,0.4474,,,,,,76,4,90,
