frame,stage,old_id,new_id,reason,det_score,det_box,track_box,iou_cost,iou_overlap,fused_cost,cosine_sim,cosine_theta,cosine_margin,feat_norm,feat_mean_sim,n_registry,n_lost,n_enrolments,all_sims_top5
383,6_revive,111,111,revived,0.9239,"[1752.3, 564.0, 1811.7, 693.9]",,,,,0.8564,0.65,0.1471,1.0,0.8564,80,2,163,"[(111, 0.8563908338546753), (10, 0.7093386054039001), (133, 0.6783381104469299), (191, 0.6642642021179199), (174, 0.6620105504989624)]"
383,6_revive,104,104,revived,0.8947,"[466.1, 491.4, 501.9, 589.3]",,,,,0.6793,0.65,0.0423,1.0,0.6793,80,2,157,"[(104, 0.679265022277832), (191, 0.6369949579238892), (168, 0.6235136985778809), (205, 0.6175341606140137), (111, 0.5789978504180908)]"
383,6_new,10,243,margin_failed margin=0.003<0.03,0.8031,"[285.0, 501.5, 308.6, 558.9]",,,,,0.7867,0.695,0.0033,1.0,,80,2,228,"[(10, 0.7867388725280762), (16, 0.7834030389785767), (103, 0.7786733508110046), (64, 0.777069091796875), (79, 0.7751153707504272)]"
383,6_revive,169,169,revived,0.7524,"[1513.4, 558.6, 1594.4, 835.7]",,,,,0.8209,0.75,0.1806,1.0,0.8209,80,2,58,"[(169, 0.8209024667739868), (1, 0.6402567028999329), (172, 0.6256721615791321), (170, 0.6218926906585693), (111, 0.5933225154876709)]"
383,6_revive,18,18,revived,0.691,"[735.1, 506.3, 785.0, 641.2]",,,,,0.7846,0.6723,0.0634,1.0,0.7846,80,2,65,"[(18, 0.7845786809921265), (19, 0.7212242484092712), (183, 0.70647794008255), (64, 0.6847269535064697), (108, 0.6815885305404663)]"
384,3,174,174,re_activate_from_lost,0.6444,"[975.4, 515.0, 1055.0, 697.3]","[977.8, 515.2, 1049.4, 696.3]",0.2827,0.7173,0.0832,,,,,,80,2,13,
384,6_revive,111,111,revived,0.8993,"[1783.4, 556.5, 1845.5, 692.6]",,,,,0.8293,0.65,0.1301,1.0,0.8293,80,2,164,"[(111, 0.8292837142944336), (10, 0.69923335313797), (191, 0.6945221424102783), (232, 0.6623213291168213), (174, 0.6557227969169617)]"
384,6_revive,104,104,revived,0.8952,"[486.7, 498.2, 522.5, 594.7]",,,,,0.6902,0.65,0.0624,1.0,0.6902,80,2,158,"[(104, 0.6901997327804565), (168, 0.6278009414672852), (191, 0.6270447969436646), (205, 0.5966163873672485), (72, 0.5823880434036255)]"
384,6_new,33,244,margin_failed margin=0.009<0.03,0.8134,"[46.5, 503.9, 70.1, 560.6]",,,,,0.7924,0.75,0.0088,1.0,,80,2,23,"[(33, 0.7924315929412842), (68, 0.7836554050445557), (119, 0.7769017219543457), (103, 0.7633899450302124), (41, 0.7610321640968323)]"
384,6_revive,169,169,revived,0.7856,"[1553.9, 553.5, 1637.6, 835.7]",,,,,0.8245,0.75,0.1693,1.0,0.8245,80,2,60,"[(169, 0.824462890625), (1, 0.655134916305542), (170, 0.6260218620300293), (172, 0.6209713816642761), (23, 0.6184098124504089)]"
384,6_revive,103,103,revived,0.7568,"[305.3, 501.9, 328.9, 566.0]",,,,,0.8039,0.65,0.0338,1.0,0.8039,80,2,126,"[(103, 0.8039243817329407), (10, 0.770093560218811), (92, 0.7562004923820496), (64, 0.7515753507614136), (130, 0.7502565383911133)]"
384,6_revive,18,18,revived,0.7054,"[762.1, 519.8, 806.6, 644.6]",,,,,0.7945,0.6723,0.0604,1.0,0.7945,80,2,66,"[(18, 0.7945377230644226), (19, 0.7341657876968384), (122, 0.7189071178436279), (64, 0.6990904211997986), (108, 0.6986276507377625)]"
384,6_new,12,245,margin_failed margin=0.015<0.03,0.6971,"[220.2, 507.6, 242.5, 561.6]",,,,,0.8425,0.6739,0.0149,1.0,,80,2,142,"[(12, 0.8424603343009949), (8, 0.8275485038757324), (119, 0.8013285994529724), (16, 0.8007952570915222), (103, 0.8007276654243469)]"
385,6_revive,104,104,revived,0.9003,"[508.6, 496.1, 545.1, 594.0]",,,,,0.7134,0.65,0.0696,1.0,0.7134,80,1,159,"[(104, 0.7133932709693909), (191, 0.6437996625900269), (168, 0.6381708979606628), (205, 0.610681414604187), (30, 0.5987924337387085)]"
385,6_revive,111,111,revived,0.8931,"[1818.5, 561.6, 1880.6, 695.2]",,,,,0.8097,0.65,0.0897,1.0,0.8097,80,1,165,"[(111, 0.8097085356712341), (10, 0.7200531959533691), (120, 0.6408607959747314), (191, 0.6385599970817566), (130, 0.63737553358078)]"
385,6_new,64,246,margin_failed margin=0.005<0.03,0.8198,"[328.9, 502.9, 352.4, 563.0]",,,,,0.7314,0.7258,0.0051,1.0,,80,1,60,"[(64, 0.7314249277114868), (103, 0.7263128757476807), (41, 0.722446084022522), (16, 0.7212992310523987), (124, 0.7196952104568481)]"
385,6_new,119,247,margin_failed margin=0.009<0.03,0.7575,"[70.7, 499.5, 92.7, 557.5]",,,,,0.8291,0.75,0.0087,1.0,,80,1,13,"[(119, 0.8291166424751282), (13, 0.8204647898674011), (68, 0.8127889633178711), (33, 0.8121339082717896), (17, 0.8119392991065979)]"
385,6_new,119,248,margin_failed margin=0.018<0.03,0.743,"[243.7, 505.2, 265.3, 559.9]",,,,,0.8239,0.75,0.0183,1.0,,80,1,13,"[(119, 0.8238614797592163), (103, 0.8055310249328613), (8, 0.8027453422546387), (12, 0.7696236968040466), (124, 0.7643086910247803)]"
385,6_revive,169,169,revived,0.7208,"[1594.4, 559.9, 1691.6, 849.2]",,,,,0.8536,0.75,0.2203,1.0,0.8536,80,1,62,"[(169, 0.8536332845687866), (1, 0.6333342790603638), (172, 0.6186370849609375), (170, 0.6006898880004883), (23, 0.5950134992599487)]"
385,6_revive,18,18,revived,0.6817,"[791.1, 527.9, 831.6, 641.2]",,,,,0.812,0.6723,0.0695,1.0,0.812,80,1,67,"[(18, 0.8119764924049377), (19, 0.7424800395965576), (122, 0.7351962327957153), (64, 0.7049312591552734), (105, 0.6703190803527832)]"
386,6_new,30,249,margin_failed margin=0.020<0.03,0.895,"[349.3, 509.6, 372.3, 567.0]",,,,,0.7347,0.65,0.0197,1.0,,81,1,68,"[(30, 0.7347260117530823), (89, 0.7150704860687256), (105, 0.7077441215515137), (103, 0.7058571577072144), (10, 0.7042691111564636)]"
386,6_revive,104,104,revived,0.8864,"[530.2, 498.2, 567.3, 596.0]",,,,,0.7058,0.65,0.0481,1.0,0.7058,81,1,160,"[(104, 0.7057914137840271), (191, 0.6576967239379883), (168, 0.617550790309906), (72, 0.6157049536705017), (205, 0.6126260161399841)]"
386,6_new,103,250,margin_failed margin=0.005<0.03,0.7832,"[264.8, 507.3, 286.7, 560.6]",,,,,0.8019,0.65,0.0053,1.0,,81,1,127,"[(103, 0.8019412755966187), (8, 0.7966009974479675), (130, 0.7929348945617676), (12, 0.7924149036407471), (16, 0.7900528311729431)]"
386,6_new,13,251,margin_failed margin=0.013<0.03,0.7725,"[92.6, 499.8, 114.8, 561.3]",,,,,0.8451,0.744,0.0126,1.0,,81,1,30,"[(13, 0.8451228737831116), (37, 0.8325055837631226), (41, 0.8216296434402466), (34, 0.8215057253837585), (17, 0.8169883489608765)]"
386,6_revive,111,111,revived,0.7703,"[1856.2, 556.2, 1915.7, 694.6]",,,,,0.7651,0.65,0.0954,1.0,0.7651,81,1,166,"[(111, 0.7651484608650208), (10, 0.6697660684585571), (133, 0.6608594655990601), (130, 0.6531699895858765), (103, 0.640788197517395)]"
386,6_revive,205,205,revived,0.6911,"[653.4, 496.1, 687.8, 610.2]",,,,,0.8611,0.75,0.0572,1.0,0.8611,81,1,19,"[(205, 0.8610522747039795), (110, 0.8038095235824585), (55, 0.7680203914642334), (68, 0.7549465894699097), (109, 0.7436794638633728)]"
386,6_revive,18,18,revived,0.6812,"[812.0, 526.8, 853.9, 645.6]",,,,,0.8305,0.6723,0.0697,1.0,0.8305,81,1,68,"[(18, 0.830538809299469), (19, 0.7607908248901367), (64, 0.7414736151695251), (122, 0.7239173054695129), (108, 0.7040918469429016)]"
387,6_revive,104,104,revived,0.8943,"[551.1, 491.7, 588.9, 592.3]",,,,,0.7445,0.65,0.0733,1.0,0.7445,81,1,161,"[(104, 0.7444785833358765), (191, 0.6711752414703369), (168, 0.662438154220581), (205, 0.630253791809082), (72, 0.6221088171005249)]"
387,6_new,41,252,margin_failed margin=0.017<0.03,0.8526,"[371.2, 504.9, 394.9, 562.3]",,,,,0.7472,0.7272,0.0172,1.0,,81,1,60,"[(41, 0.7472315430641174), (103, 0.7300742864608765), (89, 0.7250795364379883), (30, 0.7226495742797852), (10, 0.7214844822883606)]"
387,6_revive,103,103,revived,0.794,"[287.9, 502.5, 308.8, 555.9]",,,,,0.8304,0.65,0.0465,1.0,0.8304,81,1,127,"[(103, 0.8303765058517456), (64, 0.7838543653488159), (124, 0.7720686793327332), (8, 0.7717779874801636), (130, 0.7710474729537964)]"
387,6_revive,205,205,revived,0.7653,"[681.1, 494.8, 721.6, 607.5]",,,,,0.8059,0.75,0.073,1.0,0.8059,81,1,21,"[(205, 0.8058560490608215), (68, 0.7328985929489136), (110, 0.7210301160812378), (13, 0.7209247946739197), (72, 0.7075742483139038)]"
387,6_revive,169,169,revived,0.733,"[1683.5, 559.6, 1788.8, 856.6]",,,,,0.9017,0.75,0.2602,1.0,0.9017,81,1,65,"[(169, 0.9016902446746826), (1, 0.6414858102798462), (172, 0.6365993022918701), (23, 0.5964972376823425), (170, 0.5846719741821289)]"
388,6_revive,104,104,revived,0.8921,"[571.1, 498.5, 609.5, 596.4]",,,,,0.7327,0.65,0.081,1.0,0.7327,81,1,162,"[(104, 0.7327385544776917), (191, 0.6517311930656433), (168, 0.645520806312561), (41, 0.6353672742843628), (14, 0.6288321614265442)]"
388,6_revive,103,103,revived,0.8129,"[307.1, 506.6, 329.7, 561.9]",,,,,0.8139,0.65,0.0431,1.0,0.8139,81,1,128,"[(103, 0.8139398694038391), (8, 0.7708544135093689), (12, 0.7694534659385681), (130, 0.764101505279541), (34, 0.7574361562728882)]"
388,6_revive,169,169,revived,0.772,"[1730.7, 556.5, 1836.0, 861.3]",,,,,0.889,0.75,0.2728,1.0,0.889,81,1,67,"[(169, 0.8890183568000793), (172, 0.6161772012710571), (1, 0.6156634092330933), (170, 0.5770149230957031), (23, 0.5670732259750366)]"
388,6_new,13,253,margin_failed margin=0.011<0.03,0.7616,"[138.0, 500.9, 161.6, 562.3]",,,,,0.8201,0.744,0.0112,1.0,,81,1,30,"[(13, 0.8200747966766357), (37, 0.8089078664779663), (103, 0.7970661520957947), (34, 0.7956868410110474), (41, 0.7955067157745361)]"
388,6_new,41,254,gate_failed sim=0.722<theta=0.727,0.7504,"[389.8, 510.0, 412.8, 566.0]",,,,,0.7217,0.7272,0.0282,1.0,,81,1,60,"[(41, 0.7217297554016113), (64, 0.693480908870697), (30, 0.6917471885681152), (10, 0.6881798505783081), (16, 0.6813781261444092)]"
389,6_revive,104,104,revived,0.88,"[590.6, 494.4, 628.4, 595.0]",,,,,0.7936,0.65,0.1262,1.0,0.7936,81,2,163,"[(104, 0.7935836315155029), (168, 0.6673904657363892), (41, 0.6630629897117615), (191, 0.6565597057342529), (47, 0.6476262211799622)]"
389,6_revive,103,103,revived,0.8185,"[328.2, 506.3, 348.6, 558.2]",,,,,0.8266,0.65,0.0494,1.0,0.8266,81,2,129,"[(103, 0.826573371887207), (34, 0.7771832346916199), (130, 0.774517834186554), (119, 0.7669440507888794), (8, 0.7657906413078308)]"
389,6_revive,169,169,revived,0.746,"[1778.0, 554.2, 1877.9, 863.3]",,,,,0.8772,0.75,0.2548,1.0,0.8772,81,2,69,"[(169, 0.8771975636482239), (172, 0.6224221587181091), (1, 0.5999637842178345), (23, 0.5951486825942993), (170, 0.587890625)]"
389,6_revive,41,41,revived,0.7228,"[409.7, 507.3, 432.7, 564.0]",,,,,0.752,0.7272,0.036,1.0,0.752,81,2,60,"[(41, 0.7520273327827454), (8, 0.7159923911094666), (64, 0.7001736164093018), (7, 0.6990656852722168), (92, 0.6966736912727356)]"
390,3,174,174,re_activate_from_lost,0.6409,"[1127.9, 506.9, 1210.3, 700.7]","[1129.8, 508.1, 1207.4, 700.0]",0.1346,0.8654,0.0623,,,,,,81,4,18,
390,6_revive,104,104,revived,0.8905,"[610.5, 491.7, 648.3, 593.7]",,,,,0.8047,0.65,0.1161,1.0,0.8047,81,4,164,"[(104, 0.8047215342521667), (41, 0.6885765790939331), (191, 0.6828303337097168), (168, 0.6810860633850098), (72, 0.6707663536071777)]"
390,6_revive,169,169,revived,0.8261,"[1825.2, 550.1, 1922.4, 867.4]",,,,,0.8957,0.75,0.2687,1.0,0.8957,81,4,71,"[(169, 0.8956900238990784), (1, 0.6270289421081543), (23, 0.5944134593009949), (172, 0.5932356119155884), (170, 0.5888378620147705)]"
390,6_revive,103,103,revived,0.8173,"[349.0, 505.6, 370.6, 558.9]",,,,,0.8105,0.65,0.0373,1.0,0.8105,81,4,130,"[(103, 0.8105090260505676), (119, 0.7732042074203491), (10, 0.7512123584747314), (34, 0.7423257827758789), (68, 0.7419755458831787)]"
390,6_new,41,255,gate_failed sim=0.723<theta=0.727,0.811,"[429.6, 505.6, 454.6, 563.0]",,,,,0.7227,0.7272,0.0113,1.0,,81,4,61,"[(41, 0.7226759195327759), (10, 0.7114148736000061), (103, 0.7091423273086548), (8, 0.7077445983886719), (89, 0.7035894989967346)]"
390,6_new,37,256,margin_failed margin=0.011<0.03,0.7812,"[179.6, 499.8, 203.9, 559.9]",,,,,0.801,0.7039,0.0111,1.0,,81,4,28,"[(37, 0.8009912967681885), (41, 0.7898504734039307), (47, 0.7889211773872375), (119, 0.7872828245162964), (13, 0.7850565910339355)]"
391,5,103,103,unconfirmed_update,0.5877,"[345.9, 505.9, 367.5, 569.4]","[344.9, 505.8, 369.8, 567.3]",0.3608,0.6392,,,,,,,,3,,
391,6_revive,104,104,revived,0.8922,"[630.5, 494.4, 668.2, 596.4]",,,,,0.7653,0.65,0.0968,1.0,0.7653,81,3,165,"[(104, 0.7652758955955505), (168, 0.6684444546699524), (191, 0.6683529615402222), (41, 0.6392143964767456), (205, 0.6376562714576721)]"
391,6_new,41,257,margin_failed margin=0.009<0.03,0.8864,"[446.9, 507.6, 470.5, 567.7]",,,,,0.7852,0.7272,0.009,1.0,,81,3,61,"[(41, 0.7852486371994019), (103, 0.7762609720230103), (64, 0.7693449258804321), (16, 0.7647518515586853), (124, 0.7582030296325684)]"
391,6_new,37,258,margin_failed margin=0.003<0.03,0.8095,"[199.8, 502.2, 226.5, 565.7]",,,,,0.8129,0.7039,0.0029,1.0,,81,3,28,"[(37, 0.8128840923309326), (68, 0.8100146055221558), (124, 0.7920536994934082), (13, 0.790349006652832), (103, 0.7872040271759033)]"
391,6_new,41,259,margin_failed margin=0.010<0.03,0.7901,"[319.3, 507.3, 341.6, 566.0]",,,,,0.7959,0.7272,0.0099,1.0,,81,3,61,"[(41, 0.7958892583847046), (130, 0.7860195636749268), (119, 0.7760828733444214), (47, 0.7707446813583374), (8, 0.7514039874076843)]"
391,6_new,130,260,margin_failed margin=0.005<0.03,0.7514,"[366.2, 507.6, 388.5, 564.3]",,,,,0.7927,0.75,0.0045,1.0,,81,3,24,"[(130, 0.7927020788192749), (103, 0.7881695032119751), (12, 0.7449118494987488), (124, 0.7325481176376343), (34, 0.7260898351669312)]"
391,6_new,205,261,margin_failed margin=0.013<0.03,0.6869,"[766.1, 495.5, 806.6, 610.2]",,,,,0.791,0.75,0.0128,1.0,,81,3,26,"[(205, 0.7910139560699463), (68, 0.778256356716156), (47, 0.7340242862701416), (7, 0.7292190194129944), (110, 0.7276239395141602)]"
392,5,259,259,unconfirmed_update,0.7067,"[317.2, 500.5, 336.8, 556.5]","[317.0, 501.9, 338.4, 558.4]",0.4385,0.5615,,,,,,,,2,,
392,6_revive,104,104,revived,0.8909,"[651.0, 487.7, 690.2, 591.6]",,,,,0.7648,0.65,0.0876,1.0,0.7648,81,2,166,"[(104, 0.7648107409477234), (168, 0.6771968603134155), (191, 0.6691640019416809), (205, 0.6621719598770142), (41, 0.6430861949920654)]"
392,6_new,41,262,margin_failed margin=0.016<0.03,0.85,"[467.1, 502.5, 490.1, 559.9]",,,,,0.7754,0.7272,0.0163,1.0,,81,2,61,"[(41, 0.7754091620445251), (103, 0.759139895439148), (124, 0.7457698583602905), (64, 0.7454384565353394), (25, 0.7276570796966553)]"
392,6_new,68,263,margin_failed margin=0.002<0.03,0.8053,"[222.9, 503.2, 248.2, 556.5]",,,,,0.7874,0.708,0.0017,1.0,,81,2,148,"[(68, 0.7874271869659424), (37, 0.7857764959335327), (47, 0.7766321897506714), (124, 0.7643479108810425), (12, 0.7572157382965088)]"
392,6_new,103,264,margin_failed margin=0.029<0.03,0.7351,"[387.1, 501.9, 408.7, 555.9]",,,,,0.8514,0.65,0.0288,1.0,,81,2,132,"[(103, 0.8514255285263062), (130, 0.8225808143615723), (119, 0.808915376663208), (12, 0.8011114597320557), (34, 0.7933574914932251)]"
392,6_new,41,265,margin_failed margin=0.005<0.03,0.7335,"[340.5, 498.8, 362.8, 560.2]",,,,,0.8298,0.7272,0.0055,1.0,,81,2,61,"[(41, 0.8297951221466064), (47, 0.8243201971054077), (130, 0.792590320110321), (8, 0.7890520691871643), (103, 0.7843933701515198)]"
392,6_revive,18,18,revived,0.7309,"[949.7, 520.1, 994.3, 643.6]",,,,,0.8512,0.6723,0.0643,1.0,0.8512,81,2,69,"[(18, 0.851249098777771), (19, 0.7869129180908203), (64, 0.774679958820343), (16, 0.7518550753593445), (105, 0.7441643476486206)]"
393,6_revive,104,104,revived,0.8989,"[670.6, 491.7, 708.1, 593.7]",,,,,0.757,0.65,0.0925,1.0,0.757,81,3,167,"[(104, 0.757012128829956), (191, 0.6645243167877197), (168, 0.66259765625), (41, 0.6484062671661377), (205, 0.6431700587272644)]"
393,6_revive,103,103,revived,0.8293,"[405.7, 506.9, 426.6, 560.9]",,,,,0.773,0.65,0.0328,1.0,0.773,81,3,133,"[(103, 0.7729774713516235), (8, 0.740174412727356), (12, 0.7264633178710938), (10, 0.7252146601676941), (16, 0.718492865562439)]"
393,6_new,119,266,margin_failed margin=0.010<0.03,0.8224,"[243.2, 508.3, 268.1, 563.6]",,,,,0.8197,0.75,0.0095,1.0,,81,3,13,"[(119, 0.8197349309921265), (41, 0.8102267980575562), (37, 0.8027687072753906), (13, 0.7982500195503235), (33, 0.7896062135696411)]"
393,6_new,8,267,margin_failed margin=0.007<0.03,0.7825,"[484.7, 504.9, 506.9, 564.3]",,,,,0.7744,0.7273,0.0067,1.0,,81,3,38,"[(8, 0.7743842005729675), (41, 0.767656683921814), (103, 0.7618656158447266), (64, 0.7551725506782532), (16, 0.7491471767425537)]"
393,6_new,174,268,margin_failed margin=0.010<0.03,0.7418,"[1246.7, 500.9, 1322.3, 709.4]",,,,,0.8382,0.75,0.0098,1.0,,81,3,22,"[(174, 0.8381962776184082), (176, 0.8284415006637573), (3, 0.6577285528182983), (111, 0.653657078742981), (10, 0.6484764218330383)]"
393,6_new,237,269,margin_failed margin=0.003<0.03,0.7402,"[704.7, 488.0, 737.1, 595.4]",,,,,0.7588,0.75,0.0033,1.0,,81,3,12,"[(237, 0.7588289380073547), (205, 0.7555049061775208), (68, 0.744666576385498), (168, 0.7437610030174255), (110, 0.7437455654144287)]"
393,6_new,41,270,margin_failed margin=0.016<0.03,0.6915,"[358.4, 506.6, 380.0, 563.3]",,,,,0.7666,0.7272,0.0163,1.0,,81,3,61,"[(41, 0.7665629386901855), (34, 0.7502643465995789), (103, 0.7482026219367981), (130, 0.7402072548866272), (57, 0.7345061898231506)]"
394,3,259,259,re_activate_from_lost,0.7169,"[355.7, 498.2, 373.3, 551.5]","[354.5, 498.2, 374.7, 551.8]",0.2413,0.7587,0.4561,,,,,,81,4,0,
394,5,269,269,unconfirmed_update,0.8571,"[690.5, 485.0, 731.0, 589.6]","[696.9, 485.6, 728.7, 590.8]",0.4694,0.5306,,,,,,,,4,,
394,6_new,119,271,margin_failed margin=0.004<0.03,0.8398,"[262.1, 494.4, 290.1, 553.2]",,,,,0.809,0.75,0.0042,1.0,,81,4,13,"[(119, 0.809013843536377), (41, 0.804837703704834), (37, 0.8046480417251587), (103, 0.8031232357025146), (13, 0.7981475591659546)]"
394,6_new,103,272,margin_failed margin=0.001<0.03,0.8231,"[426.6, 501.2, 447.5, 553.2]",,,,,0.7584,0.65,0.0013,1.0,,81,4,135,"[(103, 0.7583595514297485), (8, 0.7570380568504333), (16, 0.7529839873313904), (120, 0.7484118938446045), (64, 0.7407997846603394)]"
394,6_new,64,273,margin_failed margin=0.014<0.03,0.7931,"[505.2, 498.2, 526.8, 556.2]",,,,,0.7581,0.7258,0.0139,1.0,,81,4,60,"[(64, 0.7580722570419312), (103, 0.7441424131393433), (13, 0.7368327975273132), (16, 0.7342436909675598), (41, 0.7338413000106812)]"
395,6_new,8,274,margin_failed margin=0.001<0.03,0.8135,"[521.1, 504.6, 543.4, 563.3]",,,,,0.7654,0.7273,0.0008,1.0,,81,4,38,"[(8, 0.7653583288192749), (64, 0.7645140886306763), (103, 0.756898045539856), (16, 0.7539503574371338), (41, 0.7536237239837646)]"
395,6_new,119,275,margin_failed margin=0.009<0.03,0.7976,"[280.8, 501.5, 307.5, 561.6]",,,,,0.8122,0.75,0.0088,1.0,,81,4,13,"[(119, 0.8121885657310486), (41, 0.8033461570739746), (103, 0.80156409740448), (47, 0.7882044315338135), (124, 0.7871735692024231)]"
396,6_new,124,276,margin_failed margin=0.004<0.03,0.7482,"[300.5, 496.5, 328.6, 553.8]",,,,,0.8224,0.7429,0.0039,1.0,,81,5,37,"[(124, 0.8224017024040222), (41, 0.8184740543365479), (37, 0.8135788440704346), (103, 0.8097838163375854), (119, 0.7939983606338501)]"
396,6_new,103,277,margin_failed margin=0.021<0.03,0.7119,"[463.1, 499.2, 484.7, 554.5]",,,,,0.7826,0.65,0.0213,1.0,,81,5,137,"[(103, 0.7825629711151123), (8, 0.7612267732620239), (119, 0.752281129360199), (12, 0.7435492277145386), (92, 0.7393187284469604)]"
397,6_new,103,278,margin_failed margin=0.005<0.03,0.8242,"[555.5, 502.2, 577.8, 559.6]",,,,,0.7232,0.65,0.005,1.0,,81,5,138,"[(103, 0.723156213760376), (41, 0.7181344032287598), (10, 0.7068629264831543), (8, 0.6994298100471497), (128, 0.6949962973594666)]"
397,6_new,103,279,margin_failed margin=0.025<0.03,0.8018,"[480.3, 503.6, 500.5, 556.9]",,,,,0.7855,0.65,0.0254,1.0,,81,5,138,"[(103, 0.78547203540802), (8, 0.7600713968276978), (119, 0.7559381723403931), (12, 0.7380920052528381), (30, 0.7248308658599854)]"
397,6_new,41,280,margin_failed margin=0.022<0.03,0.7709,"[320.1, 502.2, 345.1, 556.9]",,,,,0.8367,0.7272,0.022,1.0,,81,5,61,"[(41, 0.8367445468902588), (47, 0.8147441148757935), (103, 0.7952941656112671), (37, 0.7910544276237488), (130, 0.7841558456420898)]"
397,6_new,41,281,margin_failed margin=0.023<0.03,0.6882,"[779.0, 483.3, 812.7, 595.4]",,,,,0.7891,0.7272,0.023,1.0,,81,5,61,"[(41, 0.789061427116394), (109, 0.7660475969314575), (64, 0.7582345008850098), (110, 0.7575652599334717), (13, 0.7562495470046997)]"
398,6_new,41,282,margin_failed margin=0.009<0.03,0.8631,"[339.9, 500.2, 363.5, 554.9]",,,,,0.8395,0.7272,0.0095,1.0,,81,5,61,"[(41, 0.8395061492919922), (47, 0.8300433158874512), (103, 0.8224917650222778), (37, 0.8156660795211792), (124, 0.8051924705505371)]"
398,6_new,103,283,margin_failed margin=0.009<0.03,0.7944,"[572.7, 500.9, 596.4, 558.2]",,,,,0.7345,0.65,0.0092,1.0,,81,5,139,"[(103, 0.7344750165939331), (18, 0.7253082990646362), (64, 0.7223533391952515), (8, 0.7137221097946167), (16, 0.7094831466674805)]"
398,6_new,41,284,gate_failed sim=0.720<theta=0.727,0.7755,"[988.2, 503.6, 1031.4, 626.4]",,,,,0.7198,0.7272,0.0351,1.0,,81,5,61,"[(41, 0.7197701334953308), (14, 0.6846240162849426), (110, 0.6712741851806641), (7, 0.6709364056587219), (105, 0.6685219407081604)]"
398,6_revive,18,18,revived,0.7464,"[1082.0, 520.8, 1126.6, 651.0]",,,,,0.841,0.6723,0.0712,1.0,0.841,81,5,70,"[(18, 0.8409792184829712), (19, 0.7697616815567017), (105, 0.7346859574317932), (183, 0.7213359475135803), (7, 0.7211241126060486)]"
398,6_revive,205,205,revived,0.7428,"[903.2, 493.1, 939.6, 609.2]",,,,,0.8274,0.75,0.0543,1.0,0.8274,81,5,33,"[(205, 0.827404260635376), (47, 0.7730880975723267), (68, 0.7597740888595581), (41, 0.7362618446350098), (105, 0.7353428602218628)]"
398,6_new,103,285,margin_failed margin=0.020<0.03,0.7147,"[496.5, 500.9, 517.4, 554.2]",,,,,0.7326,0.65,0.0198,1.0,,81,5,139,"[(103, 0.7326008677482605), (119, 0.71275794506073), (12, 0.7089763879776001), (130, 0.6951611042022705), (92, 0.6944693326950073)]"
399,5,284,284,unconfirmed_update,0.73,"[982.8, 490.1, 1026.0, 624.4]","[982.3, 492.8, 1028.7, 624.8]",0.3019,0.6981,,,,,,,,6,,
399,6_revive,18,18,revived,0.8342,"[1104.3, 526.5, 1150.2, 656.8]",,,,,0.8158,0.6723,0.0545,1.0,0.8158,82,6,71,"[(18, 0.815799355506897), (183, 0.7613438963890076), (79, 0.7475053071975708), (16, 0.7463200092315674), (105, 0.7394580841064453)]"
399,6_new,41,286,margin_failed margin=0.027<0.03,0.8241,"[1008.5, 506.6, 1051.7, 628.8]",,,,,0.7338,0.7272,0.0266,1.0,,82,6,61,"[(41, 0.7338398694992065), (14, 0.7072159051895142), (105, 0.6930996775627136), (7, 0.6908613443374634), (6, 0.6813015937805176)]"
399,6_new,103,287,margin_failed margin=0.026<0.03,0.7958,"[514.0, 501.5, 534.9, 555.5]",,,,,0.7927,0.65,0.0265,1.0,,82,6,140,"[(103, 0.792681097984314), (119, 0.7661914825439453), (8, 0.7635114789009094), (10, 0.7422465085983276), (130, 0.741661012172699)]"
399,6_new,47,288,margin_failed margin=0.003<0.03,0.7749,"[358.8, 497.5, 382.4, 556.2]",,,,,0.8137,0.75,0.0032,1.0,,82,6,17,"[(47, 0.8136991262435913), (41, 0.8105376362800598), (130, 0.782259464263916), (124, 0.7785050272941589), (103, 0.7747522592544556)]"
399,6_new,103,289,margin_failed margin=0.007<0.03,0.7735,"[590.0, 502.2, 611.6, 559.6]",,,,,0.7583,0.65,0.0069,1.0,,82,6,140,"[(103, 0.7583176493644714), (8, 0.7514247894287109), (41, 0.7432507872581482), (64, 0.731454610824585), (16, 0.7214441299438477)]"
400,6_new,41,290,gate_failed sim=0.692<theta=0.727,0.8395,"[1029.4, 507.6, 1071.2, 631.8]",,,,,0.6921,0.7272,0.0079,1.0,,82,6,61,"[(41, 0.692110538482666), (14, 0.6842058897018433), (105, 0.6734062433242798), (30, 0.6646583080291748), (7, 0.6641042232513428)]"
400,6_revive,18,18,revived,0.8243,"[1126.6, 529.5, 1171.1, 659.8]",,,,,0.8252,0.6723,0.0776,1.0,0.8252,82,6,72,"[(18, 0.825215220451355), (105, 0.7476216554641724), (79, 0.7282508611679077), (19, 0.723745584487915), (16, 0.7148903608322144)]"
400,6_new,47,291,margin_failed margin=0.012<0.03,0.7349,"[376.3, 496.5, 399.3, 555.2]",,,,,0.7957,0.75,0.0117,1.0,,82,6,17,"[(47, 0.7956730723381042), (12, 0.7839498519897461), (41, 0.7786710262298584), (124, 0.7749218940734863), (130, 0.7716217637062073)]"
